cpu_usage,memory_usage,bandwidth_usage,packet_loss,network_load,active_users,request_rate,instance_count,time_of_day,is_peak_hour,latency,jitter,throughput,qos_status
76.74,65.54,75.0,2.06,78.73,411,1191.3,3,12,0,123.77,29.03,80.15,Warning
13.21,28.06,28.38,0.91,26.63,267,177.7,7,23,0,15.26,13.66,133.9,Good
96.88,84.48,94.69,3.96,80.47,646,1912.45,2,2,0,158.92,42.32,48.71,Critical
73.01,77.9,51.8,1.34,84.07,369,1487.42,4,19,1,107.82,28.89,93.17,Warning
40.9,30.31,17.6,0.85,30.1,41,639.26,5,10,1,46.76,15.99,124.75,Good
63.42,62.8,50.59,1.01,52.52,508,1062.69,2,17,0,86.01,15.65,96.33,Warning
37.9,43.68,19.46,0.85,44.71,288,661.21,4,3,0,59.96,11.41,116.88,Good
64.51,72.04,59.82,2.22,80.69,420,929.35,5,22,0,97.98,28.18,89.33,Warning
55.29,53.63,77.6,1.28,46.82,547,1408.72,2,21,1,103.87,24.49,84.12,Warning
12.45,39.33,28.24,0.55,28.32,217,470.58,6,18,1,33.17,12.48,134.2,Good
21.83,33.22,37.78,0.84,29.98,34,598.15,7,2,0,20.28,9.57,132.4,Good
80.34,98.73,85.71,4.07,92.8,821,1779.18,3,1,0,153.59,40.3,52.62,Critical
35.34,46.72,27.32,0.42,29.92,191,202.08,5,5,0,29.08,9.52,129.8,Good
78.47,70.31,81.37,0.79,62.99,662,833.38,5,8,1,97.85,23.77,81.15,Warning
88.96,88.69,84.0,3.92,86.97,810,1683.86,3,6,0,153.59,42.05,42.78,Critical
79.1,67.23,77.16,1.33,52.32,558,657.3,4,14,0,97.55,22.79,86.4,Warning
46.29,41.88,35.48,0.54,31.41,146,490.6,6,6,0,36.22,9.52,121.86,Good
89.52,94.58,84.79,3.35,98.03,770,1541.43,1,8,1,168.89,45.51,39.31,Critical
75.87,56.72,62.4,1.33,52.46,507,1213.36,3,10,1,108.02,28.81,98.1,Warning
95.75,86.18,95.0,4.3,86.28,925,1557.29,3,22,0,159.26,44.62,43.82,Critical
68.69,73.61,71.81,2.05,74.95,564,626.51,4,18,1,117.87,30.42,73.35,Warning
19.03,36.98,24.85,0.53,42.59,114,286.07,5,14,0,32.46,11.07,122.32,Good
90.6,94.39,88.25,4.61,83.01,631,1689.43,3,0,0,159.03,39.72,48.39,Critical
79.32,55.68,66.63,2.14,78.81,539,1029.04,5,17,0,110.98,25.3,83.06,Warning
60.69,51.56,63.08,0.55,67.5,698,1150.5,2,7,0,85.07,20.63,97.76,Warning
87.69,83.12,93.08,4.45,80.71,849,1570.33,3,11,1,165.37,48.18,41.66,Critical
70.32,71.37,78.46,2.5,63.26,699,977.34,3,19,1,121.75,32.15,69.9,Warning
62.66,72.44,81.81,1.31,82.74,681,726.9,3,19,1,106.83,24.57,84.69,Warning
71.8,60.11,57.93,1.68,52.53,354,749.97,2,2,0,103.0,21.91,82.15,Warning
90.5,89.74,90.36,4.47,83.67,648,1585.88,3,22,0,146.68,43.76,45.7,Critical
30.92,52.49,45.64,0.86,16.44,191,136.57,4,7,0,38.28,7.86,116.67,Good
40.99,39.72,10.85,0.06,46.71,160,222.26,6,23,0,25.18,8.35,130.43,Good
77.35,81.7,69.17,2.4,50.93,297,826.32,2,17,0,105.55,25.83,78.65,Warning
82.35,78.33,86.97,3.02,93.93,624,1453.94,3,9,1,153.42,39.86,61.39,Critical
95.74,95.65,82.15,4.59,89.54,635,1421.22,3,0,0,155.87,42.63,51.37,Critical
44.16,46.72,18.62,0.98,17.1,34,131.56,3,11,1,57.71,14.06,109.32,Good
36.77,25.19,39.5,0.57,30.77,65,393.95,3,7,0,44.45,9.51,112.0,Good
71.81,73.74,83.72,2.44,81.59,699,906.94,3,12,0,116.04,29.03,81.96,Warning
90.71,83.22,92.72,2.61,82.22,866,1775.62,1,4,0,141.48,32.6,64.67,Warning
91.66,75.25,85.28,4.88,98.21,771,1849.19,2,14,0,163.57,46.08,37.87,Critical
33.86,35.75,16.12,0.84,44.59,47,186.73,7,9,1,42.68,14.55,120.5,Good
35.55,47.71,32.87,0.62,41.58,31,685.17,5,16,0,43.55,11.52,120.14,Good
68.68,63.05,83.7,1.04,71.99,279,1402.59,5,20,1,103.11,27.53,89.86,Warning
76.79,59.44,78.7,1.07,46.73,517,686.67,2,5,0,99.1,22.76,93.2,Warning
94.66,78.1,92.35,4.95,84.28,699,1906.86,3,20,1,164.51,47.58,36.9,Critical
54.87,37.9,22.05,0.41,21.18,284,418.96,5,1,0,30.12,7.56,134.2,Good
79.25,76.59,81.53,0.77,72.63,340,1036.47,5,17,0,88.62,23.01,93.97,Warning
83.53,80.45,77.74,1.56,51.77,299,1004.34,4,19,1,112.34,28.18,94.1,Warning
81.5,56.44,52.07,1.27,67.6,265,799.83,4,16,0,90.28,22.25,92.27,Warning
95.47,95.34,86.44,4.92,94.31,800,1815.06,3,17,0,165.26,46.78,55.29,Critical
80.57,60.59,75.77,1.04,47.83,689,993.78,5,9,1,98.52,24.34,100.77,Warning
82.4,78.53,87.28,3.25,95.94,709,1439.12,2,23,0,140.38,35.0,48.3,Warning
21.09,20.18,25.79,0.8,20.65,224,358.9,6,9,1,32.88,14.25,131.17,Good
71.58,79.23,84.59,0.52,63.2,271,856.07,4,0,0,82.51,19.84,104.37,Warning
26.53,59.56,50.78,0.7,44.36,114,223.92,4,15,0,50.62,15.49,103.26,Good
33.84,46.27,41.12,0.45,24.96,158,65.53,7,9,1,31.55,13.35,125.78,Good
84.9,60.03,75.4,1.27,48.93,360,636.3,2,13,0,88.68,23.14,88.08,Warning
90.28,84.22,87.22,3.39,89.46,842,1991.77,1,14,0,168.31,40.41,62.43,Critical
97.23,99.73,84.83,2.59,88.5,963,1870.66,2,19,1,165.59,41.11,65.3,Critical
80.27,65.43,78.17,2.07,52.98,309,1375.35,3,3,0,113.96,24.04,77.79,Warning
69.29,55.94,76.1,1.53,74.24,597,1331.71,5,18,1,111.99,32.61,84.94,Warning
50.12,53.32,37.97,0.09,10.64,211,522.19,4,4,0,46.11,4.74,118.05,Good
94.19,77.61,99.54,4.38,83.27,997,1452.53,1,23,0,167.07,42.37,35.64,Critical
60.78,65.02,62.56,1.37,63.63,665,1348.08,2,12,0,105.58,18.9,83.62,Warning
42.07,53.25,15.16,0.12,35.58,294,359.07,3,2,0,48.87,8.15,120.56,Good
35.71,41.21,23.43,0.25,38.38,57,607.48,3,21,1,49.68,15.61,130.56,Good
70.14,77.11,52.36,1.4,65.96,344,837.33,3,17,0,89.03,23.76,91.64,Warning
61.65,74.1,67.98,1.18,58.92,594,881.82,3,2,0,94.82,22.4,92.37,Warning
68.64,78.19,80.97,2.45,58.83,332,1340.63,2,14,0,127.99,25.25,65.85,Warning
37.45,35.17,49.73,0.22,22.43,217,73.53,4,1,0,33.67,10.02,112.91,Good
69.36,61.39,78.36,1.23,76.63,421,737.27,2,7,0,110.42,22.48,78.43,Warning
81.08,70.9,78.93,2.32,67.64,537,783.35,2,5,0,107.93,30.46,74.47,Warning
87.47,86.2,93.56,2.78,89.31,871,1908.77,3,13,0,147.84,33.95,67.02,Critical
61.51,60.19,55.78,2.34,65.87,351,1494.75,3,0,0,105.56,26.36,82.49,Warning
14.79,32.53,33.33,0.39,41.53,70,332.69,5,0,0,29.52,10.82,120.0,Good
25.54,32.61,45.37,0.36,29.7,147,67.01,6,14,0,26.77,6.57,126.66,Good
18.21,28.99,48.93,0.48,37.82,236,302.44,3,6,0,44.17,9.44,112.23,Good
61.66,71.83,67.83,1.02,80.72,528,1020.71,3,11,1,103.2,25.14,87.88,Warning
55.2,78.79,58.22,1.94,69.08,546,764.91,5,21,1,97.1,30.31,95.86,Warning
99.69,77.44,83.17,2.97,96.37,915,1840.93,2,0,0,157.21,36.64,52.66,Critical
31.55,28.77,10.06,0.81,48.78,90,74.6,5,10,1,39.71,15.99,117.14,Good
20.71,39.05,43.43,0.4,41.24,82,449.12,3,7,0,39.96,13.92,111.73,Good
74.05,52.47,60.03,1.85,46.98,407,1452.13,4,11,1,96.05,25.6,95.87,Warning
56.64,83.97,71.0,1.73,79.1,443,734.73,3,18,1,104.0,26.12,73.63,Warning
80.67,99.82,99.13,3.86,94.38,955,1537.17,2,8,1,172.74,47.14,47.7,Critical
96.21,93.87,87.74,4.42,89.69,784,1519.06,2,7,0,160.74,42.42,50.02,Critical
65.89,67.61,78.64,0.87,75.19,652,1273.83,2,6,0,103.92,23.49,81.62,Warning
45.78,55.43,17.33,0.55,43.26,260,510.98,3,1,0,56.16,10.82,119.3,Good
94.25,85.97,87.62,4.7,84.09,752,1435.66,2,6,0,161.61,41.5,52.32,Critical
56.29,63.45,63.65,2.48,77.48,641,882.17,2,2,0,105.51,31.3,77.41,Warning
80.49,94.9,92.22,3.83,92.57,711,1750.07,2,13,0,160.66,38.96,44.41,Critical
68.23,51.02,77.09,2.19,66.24,688,957.97,2,2,0,103.37,26.46,81.89,Warning
48.97,37.29,22.73,0.82,45.15,150,391.67,3,3,0,53.89,11.76,111.66,Good
95.37,83.37,91.03,2.91,99.12,797,1977.81,1,17,0,156.11,35.86,48.96,Critical
38.25,43.16,37.96,0.01,16.28,255,85.59,7,17,0,16.09,4.36,133.08,Good
56.74,73.04,77.82,1.71,53.06,380,1440.24,5,12,0,93.54,23.38,94.09,Warning
95.68,96.65,86.48,3.05,92.48,921,1991.54,1,23,0,161.79,35.02,51.29,Critical
10.06,42.44,23.15,0.17,43.54,150,643.11,3,1,0,35.29,8.43,120.84,Good
86.43,75.21,93.13,4.65,87.07,763,1622.5,2,14,0,156.31,43.94,48.6,Critical
61.37,69.36,61.44,0.55,81.55,375,1431.67,4,12,0,87.91,18.75,80.96,Warning
27.38,26.55,31.31,0.65,20.26,180,470.45,6,7,0,23.04,8.98,127.13,Good
37.69,23.16,17.17,0.98,34.71,132,682.85,7,21,1,35.4,14.8,133.9,Good
16.58,30.25,50.89,0.52,42.16,148,70.37,3,3,0,40.31,15.43,114.68,Good
70.46,54.74,83.88,0.57,64.33,256,1135.07,3,16,0,76.22,17.79,89.5,Good
96.83,99.69,86.8,2.65,89.52,989,1421.92,2,17,0,147.37,34.2,52.5,Critical
55.46,62.82,80.29,1.8,79.7,403,1276.89,3,2,0,107.91,27.09,75.84,Warning
83.54,91.34,95.8,4.83,97.44,987,1569.22,1,17,0,175.15,48.25,28.69,Critical
80.26,65.07,80.88,1.89,83.62,474,1487.26,4,11,1,110.85,31.63,76.49,Warning
19.18,38.56,17.12,0.99,40.92,201,160.0,3,6,0,44.63,11.2,106.37,Good
73.24,63.84,58.23,1.36,54.34,592,1142.05,2,10,1,108.78,23.47,90.84,Warning
70.36,54.27,64.83,0.66,51.82,556,872.4,5,1,0,78.7,18.62,108.42,Good
91.05,93.43,86.58,4.09,99.54,619,1643.58,2,21,1,171.06,44.99,50.07,Critical
99.54,80.43,81.33,3.33,89.78,803,1484.4,3,23,0,148.16,37.74,60.99,Critical
84.83,60.49,66.47,1.18,68.45,373,1454.87,2,19,1,112.11,28.53,84.09,Warning
82.35,55.82,50.85,1.27,67.22,366,1111.82,5,10,1,90.17,24.79,94.42,Warning
89.7,79.15,80.77,4.97,94.29,949,1721.51,1,6,0,170.05,47.95,43.0,Critical
75.7,68.04,82.43,2.28,58.18,267,1314.21,2,6,0,116.55,26.88,74.49,Warning
76.28,75.51,76.16,2.36,57.37,263,811.76,4,22,0,110.43,29.1,81.58,Warning
15.1,37.53,18.17,0.26,33.4,139,612.82,5,17,0,25.46,3.71,130.03,Good
94.99,81.1,88.85,3.56,81.96,993,1628.87,1,17,0,153.65,37.17,48.66,Critical
80.75,85.0,94.61,3.27,88.92,794,1484.89,3,2,0,139.62,39.1,52.71,Warning
83.18,75.58,81.78,4.92,90.76,721,1865.05,3,14,0,165.91,46.36,35.1,Critical
34.07,43.62,49.37,0.21,43.01,244,457.2,7,21,1,45.91,14.55,128.22,Good
44.3,53.4,47.45,0.78,22.17,108,244.81,5,19,1,52.79,15.6,110.98,Good
64.69,66.9,66.85,1.78,67.37,641,926.58,3,20,1,110.03,24.58,83.7,Warning
56.97,54.81,50.26,1.26,75.69,380,862.9,2,11,1,89.65,24.16,81.86,Warning
80.61,92.42,87.42,4.77,98.24,652,1532.88,3,12,0,164.7,44.21,44.71,Critical
67.81,66.55,67.59,1.81,72.87,600,1495.83,3,15,0,104.77,27.45,86.56,Warning
81.81,88.0,93.79,2.68,98.3,940,1776.67,2,6,0,146.72,31.56,56.99,Critical
98.71,89.28,82.18,4.55,96.36,967,1723.06,3,17,0,170.83,45.19,44.95,Critical
83.19,70.13,67.9,2.33,60.22,360,606.78,5,0,0,96.1,30.54,88.36,Warning
64.49,54.57,77.95,2.22,56.06,519,1204.93,3,14,0,96.27,27.42,81.49,Warning
57.12,72.58,66.99,1.77,69.93,478,1427.51,5,21,1,97.84,31.12,91.96,Warning
91.62,79.97,92.47,3.57,87.98,802,1685.19,1,1,0,155.15,38.58,57.44,Critical
14.19,52.84,17.62,0.52,35.49,283,533.02,7,2,0,9.37,13.46,135.31,Good
79.63,53.89,67.72,1.71,46.96,418,1234.01,4,10,1,99.92,27.9,80.2,Warning
30.11,37.44,22.97,0.79,26.39,145,209.78,6,9,1,35.41,10.38,121.71,Good
81.18,69.2,78.23,2.2,54.82,576,855.17,3,14,0,102.09,24.19,79.58,Warning
83.85,52.57,81.25,1.82,79.41,277,1446.55,2,5,0,125.24,29.08,70.4,Warning
87.83,98.04,88.23,2.76,81.04,972,1977.06,2,11,1,160.25,32.64,62.51,Critical
69.27,53.48,77.68,1.25,54.78,608,959.7,3,18,1,100.28,25.27,95.04,Warning
96.37,97.42,82.85,4.85,80.22,769,1820.66,2,20,1,177.12,43.27,40.39,Critical
17.01,44.56,12.12,0.59,40.99,80,659.33,5,14,0,37.52,11.11,111.78,Good
84.87,91.32,99.41,3.05,89.25,659,1488.53,1,9,1,172.83,42.7,45.74,Critical
26.78,40.63,25.56,0.26,24.21,188,272.74,5,11,1,29.12,9.03,133.15,Good
50.19,59.12,40.56,0.97,21.51,110,136.93,3,11,1,53.47,15.66,115.9,Good
62.92,75.94,71.17,0.95,83.01,366,1102.77,4,2,0,94.57,20.22,88.51,Warning
89.33,89.03,98.48,4.39,81.0,862,1402.18,2,14,0,152.77,46.91,41.27,Critical
57.94,80.61,56.15,0.52,62.19,600,1144.15,2,11,1,103.14,22.82,102.07,Warning
84.89,51.71,65.51,1.29,75.81,307,1303.61,5,7,0,94.48,24.7,99.62,Warning
84.71,66.75,55.8,1.09,60.01,492,948.63,2,22,0,96.92,20.22,85.16,Warning
90.59,92.71,92.93,3.26,98.02,700,1523.62,2,11,1,165.3,43.78,48.74,Critical
38.76,36.13,19.21,0.61,43.24,194,172.78,4,5,0,41.79,12.68,117.03,Good
38.39,35.95,12.15,0.29,44.43,52,298.78,6,20,1,31.82,11.32,135.19,Good
19.01,24.12,31.51,0.8,25.74,145,187.66,4,14,0,35.54,15.33,106.41,Good
32.7,39.16,24.37,0.3,27.84,252,475.04,5,11,1,28.68,10.83,131.25,Good
89.09,94.41,96.52,3.25,92.81,964,1886.68,2,22,0,168.4,39.4,48.02,Critical
53.92,36.49,18.24,0.72,45.29,111,421.23,5,23,0,43.81,9.02,113.63,Good
60.35,66.63,69.32,2.28,66.07,582,1466.99,3,22,0,114.17,25.49,87.65,Warning
89.98,87.45,95.5,4.39,90.32,931,1510.58,3,9,1,162.66,50.02,52.92,Critical
86.41,85.38,99.7,2.54,97.34,968,1987.8,2,19,1,164.38,41.21,55.9,Critical
77.6,77.89,83.12,1.93,80.7,416,1394.05,3,11,1,127.45,31.36,80.58,Warning
11.83,49.07,21.78,0.82,17.56,106,153.54,6,14,0,19.72,10.89,134.18,Good
82.65,77.07,97.95,4.75,91.7,610,1498.37,1,1,0,164.4,44.64,34.29,Critical
95.91,91.92,97.12,2.53,80.12,981,1697.15,2,10,1,165.01,34.84,56.65,Critical
90.21,95.63,80.15,4.17,86.0,830,1535.66,1,21,1,167.6,43.84,40.67,Critical
79.91,66.12,61.64,1.72,70.88,661,642.91,4,2,0,101.04,29.61,85.11,Warning
90.12,78.09,95.06,4.12,81.65,739,1690.67,1,2,0,166.41,41.93,39.24,Critical
82.69,50.11,52.33,2.3,70.25,653,1437.52,2,13,0,118.82,24.72,85.97,Warning
98.72,78.45,90.43,4.46,88.7,812,1717.22,3,12,0,161.36,44.97,45.62,Critical
64.96,80.3,71.77,1.73,65.16,291,887.57,3,19,1,103.52,25.2,87.99,Warning
33.48,40.32,47.53,0.61,46.68,108,533.08,6,16,0,35.27,13.6,117.73,Good
47.22,56.87,19.7,0.46,28.18,256,395.56,5,16,0,41.62,5.79,122.91,Good
36.28,45.43,19.09,0.25,16.12,44,687.22,3,21,1,48.75,6.54,120.46,Good
78.48,80.12,60.88,1.55,71.53,605,608.1,5,18,1,101.72,30.47,85.5,Warning
72.73,61.32,72.29,0.91,75.31,641,1312.99,2,11,1,101.01,24.88,81.6,Warning
46.34,31.59,50.55,0.33,17.76,118,609.44,4,21,1,46.98,11.26,121.81,Good
62.61,81.7,61.26,1.46,69.37,474,978.41,3,10,1,102.43,25.03,89.98,Warning
76.63,67.48,79.93,1.64,70.18,439,864.49,2,8,1,116.57,30.92,81.69,Warning
16.47,32.32,26.4,0.99,15.9,227,233.22,4,18,1,37.5,12.1,119.09,Good
85.03,96.12,97.9,3.6,97.02,776,1933.95,2,1,0,164.69,39.59,47.85,Critical
95.9,94.69,89.09,4.35,90.97,912,1423.13,1,21,1,182.19,43.58,37.81,Critical
20.89,20.1,29.72,0.89,11.01,121,676.72,6,17,0,25.09,11.21,135.48,Good
59.57,57.03,50.91,1.16,74.12,354,681.72,4,16,0,74.84,21.97,93.91,Warning
82.28,97.59,85.43,3.06,81.13,711,1441.53,1,11,1,149.96,39.05,53.13,Critical
82.74,76.84,80.73,2.6,90.93,740,1672.65,3,7,0,132.08,36.94,68.9,Warning
86.85,94.27,81.88,4.67,95.57,613,1892.62,2,1,0,166.06,41.81,39.94,Critical
56.04,82.93,59.79,1.05,79.54,360,1204.55,5,23,0,82.19,20.34,103.25,Warning
93.42,95.9,94.68,3.99,94.33,946,1430.08,2,8,1,178.35,43.69,53.61,Critical
90.51,80.46,80.25,2.9,80.61,929,1853.24,1,17,0,155.63,31.73,58.67,Critical
56.18,84.04,78.91,1.02,61.76,265,681.44,5,20,1,90.7,23.88,101.52,Warning
90.2,75.8,97.8,3.51,99.69,946,1663.43,2,20,1,173.42,46.45,42.44,Critical
68.42,77.63,76.7,0.87,61.61,581,754.31,3,5,0,91.93,20.33,88.66,Warning
81.87,69.1,71.95,1.88,66.27,678,697.29,2,19,1,113.72,30.45,83.49,Warning
66.7,73.89,77.36,2.12,58.9,432,1254.89,2,8,1,123.09,28.88,79.83,Warning
37.79,33.41,40.11,0.57,14.45,226,506.25,5,20,1,46.55,15.57,119.73,Good
88.46,89.62,84.14,4.64,94.27,810,1871.69,3,23,0,162.91,45.78,51.78,Critical
72.97,71.11,72.72,1.65,61.24,609,1384.3,4,2,0,102.93,23.62,85.92,Warning
79.23,73.6,55.0,1.69,74.94,485,1010.59,4,15,0,98.65,23.41,83.54,Warning
63.72,60.87,83.86,2.11,61.97,385,703.31,4,6,0,97.15,24.13,82.95,Warning
55.11,53.44,76.76,1.65,45.78,608,811.15,2,20,1,101.23,27.34,80.56,Warning
26.44,48.36,40.87,0.96,35.2,52,645.52,4,15,0,50.08,12.43,111.07,Good
70.01,56.12,52.98,0.95,81.83,418,818.02,2,1,0,97.48,22.43,86.37,Warning
15.73,59.45,54.14,0.86,13.63,47,254.94,7,12,0,29.69,13.4,128.18,Good
90.88,88.37,93.68,4.44,83.41,651,1852.29,2,17,0,164.48,41.18,49.02,Critical
85.97,77.41,92.68,3.42,85.46,781,1430.98,3,17,0,138.17,36.88,53.62,Warning
69.92,50.87,83.02,1.59,45.79,257,895.81,4,21,1,90.15,24.02,93.19,Warning
86.18,95.08,81.86,4.76,81.04,940,1962.53,1,6,0,174.95,43.43,44.01,Critical
92.52,93.21,85.66,3.04,97.16,771,1902.69,3,15,0,145.8,34.36,58.67,Critical
39.39,26.77,48.88,0.7,45.66,184,569.03,6,12,0,36.02,12.48,114.03,Good
55.26,81.01,59.4,1.54,69.94,645,825.19,5,1,0,89.64,22.46,95.35,Warning
18.43,27.61,31.66,0.25,29.02,224,174.46,5,16,0,17.72,8.34,130.8,Good
88.03,99.06,99.74,4.57,82.5,717,1827.68,3,18,1,162.2,46.7,46.67,Critical
84.64,80.99,88.6,4.53,81.55,881,1668.34,2,15,0,159.05,41.72,56.36,Critical
31.8,50.95,52.54,0.19,26.9,153,618.13,5,9,1,46.21,8.57,116.64,Good
49.72,50.34,22.06,0.26,11.02,243,455.83,5,22,0,21.31,7.25,133.23,Good
81.62,92.61,82.14,3.31,91.1,883,1982.03,2,15,0,154.51,37.91,56.19,Critical
80.88,77.2,95.36,3.87,82.49,674,1438.57,3,14,0,153.49,37.7,49.41,Critical
65.51,72.05,73.8,0.75,64.55,375,1147.65,3,12,0,91.02,16.92,87.99,Warning
86.83,96.2,81.46,4.53,98.03,618,1746.93,1,1,0,160.39,44.09,40.91,Critical
77.57,65.39,58.74,1.35,47.59,570,1279.53,2,17,0,94.84,18.06,96.14,Warning
53.8,51.86,54.99,0.46,33.57,297,69.75,5,20,1,53.57,16.11,113.45,Good
48.73,39.51,20.9,0.71,43.66,283,377.7,6,13,0,42.95,14.54,128.39,Good
74.25,57.24,74.09,2.33,68.05,696,1326.99,4,6,0,110.52,27.9,70.32,Warning
47.0,58.27,23.11,0.78,24.1,117,439.82,5,22,0,42.88,8.57,126.67,Good
74.07,65.01,81.77,0.55,52.66,412,1215.43,5,5,0,76.84,17.85,101.43,Good
45.56,54.83,17.31,0.02,15.43,156,81.74,7,13,0,16.18,2.99,137.91,Good
33.7,23.08,24.71,0.98,21.21,189,470.18,5,18,1,24.58,14.82,133.39,Good
55.9,61.68,75.71,2.09,77.59,465,1128.32,5,17,0,100.8,30.87,87.67,Warning
43.76,57.07,15.78,0.95,41.04,198,639.63,3,23,0,54.73,13.56,117.85,Good
63.27,61.72,58.25,2.46,70.37,413,844.61,5,21,1,99.99,31.07,82.25,Warning
42.23,37.6,51.45,0.24,16.15,267,592.81,7,6,0,32.3,11.13,128.92,Good
90.99,86.37,96.62,4.58,86.39,771,1910.36,3,10,1,173.06,49.44,49.92,Critical
60.55,58.26,70.3,1.3,66.65,308,1134.2,2,17,0,104.17,26.21,88.86,Warning
97.36,78.73,91.73,3.6,85.71,725,1595.09,2,22,0,147.26,38.69,49.15,Critical
80.67,83.8,85.16,2.52,98.57,657,1566.99,3,14,0,134.17,35.6,57.72,Warning
74.19,70.86,74.75,0.54,78.45,381,1290.12,5,8,1,100.87,22.59,88.38,Warning
66.37,56.52,67.89,2.03,67.56,698,764.07,5,2,0,98.6,26.05,89.44,Warning
43.9,55.02,42.8,0.53,13.96,263,547.85,7,11,1,40.64,11.88,127.46,Good
90.72,92.86,89.07,4.83,84.79,951,1664.17,3,15,0,166.8,50.33,46.77,Critical
85.95,87.57,99.74,4.42,96.21,694,1444.98,1,21,1,174.97,44.4,32.03,Critical
60.15,77.85,78.03,1.67,64.66,464,978.49,5,12,0,86.55,22.75,95.34,Warning
58.53,50.35,74.31,1.93,69.89,519,973.75,3,10,1,110.24,27.82,79.08,Warning
99.6,92.41,83.95,3.93,91.21,940,1739.16,1,22,0,165.02,45.27,47.09,Critical
80.13,66.87,63.67,1.87,45.53,347,647.97,2,23,0,96.01,24.44,98.14,Warning
86.78,91.81,95.51,4.51,89.98,832,1812.32,3,2,0,165.35,45.45,46.83,Critical
53.6,29.36,17.91,0.11,49.61,235,138.62,6,3,0,26.24,6.92,122.65,Good
42.26,20.3,16.73,0.43,15.96,126,663.54,4,11,1,40.31,12.84,129.43,Good
79.09,58.01,50.08,1.52,75.62,677,1079.51,3,16,0,102.79,25.85,89.05,Warning
20.14,36.71,42.81,0.54,27.53,106,408.38,7,9,1,38.0,17.52,134.11,Good
56.6,69.53,69.27,2.21,75.4,382,839.34,4,7,0,95.29,27.87,77.02,Warning
74.67,66.91,58.26,2.26,75.58,528,1005.17,5,15,0,104.5,25.61,84.91,Warning
93.71,96.39,97.95,4.02,80.13,893,1775.01,3,18,1,174.29,46.3,62.55,Critical
21.29,48.88,52.54,0.54,39.02,266,699.6,5,1,0,49.51,10.76,110.7,Good
88.92,88.38,99.3,4.59,95.8,976,1413.66,3,4,0,170.2,48.82,45.81,Critical
71.59,83.92,82.77,1.38,56.37,399,1367.23,2,7,0,112.69,22.52,83.23,Warning
72.45,66.31,55.33,0.63,62.47,673,678.45,5,5,0,85.37,19.05,102.04,Warning
17.59,35.36,13.3,0.46,21.4,210,520.78,4,17,0,27.3,10.2,129.46,Good
67.12,61.24,60.68,2.17,78.0,579,854.46,4,23,0,87.92,28.62,77.61,Warning
29.39,32.27,35.95,0.93,22.31,194,693.47,6,17,0,37.88,13.76,127.73,Good
63.58,77.79,83.47,2.48,70.38,411,1303.55,2,4,0,125.53,31.79,71.57,Warning
85.78,90.16,94.4,4.07,88.12,787,1979.6,2,19,1,162.08,46.7,48.88,Critical
35.12,43.05,53.53,0.13,40.36,21,353.24,6,14,0,33.95,8.21,126.66,Good
93.15,95.74,86.48,3.21,80.98,870,1875.0,1,23,0,157.36,35.28,49.55,Critical
88.1,81.3,93.57,2.58,95.5,814,1423.0,2,12,0,152.26,35.73,55.28,Critical
99.69,91.47,96.5,4.85,84.57,702,1422.76,1,17,0,172.38,48.24,37.36,Critical
73.51,77.61,52.29,1.28,83.78,384,1301.76,3,8,1,110.99,23.94,91.74,Warning
70.02,74.99,55.08,1.86,81.77,669,1343.84,4,11,1,117.9,27.59,83.32,Warning
99.36,83.14,99.78,4.38,80.02,974,1525.0,3,23,0,167.13,44.92,48.29,Critical
81.79,80.67,78.61,1.53,47.6,498,1159.55,5,1,0,88.74,21.41,92.85,Warning
45.94,45.86,37.95,0.92,16.35,201,173.15,7,14,0,25.5,11.12,125.83,Good
93.08,92.17,90.19,4.56,96.67,743,1682.36,2,4,0,168.76,45.22,42.51,Critical
35.69,51.5,54.4,0.61,38.85,244,538.33,3,13,0,58.15,13.48,107.91,Good
79.94,63.95,55.01,1.91,69.27,430,693.77,3,12,0,93.31,24.33,80.26,Warning
73.76,73.27,58.15,1.2,50.78,544,1064.75,5,15,0,89.75,20.58,99.16,Warning
25.0,56.18,44.84,0.36,46.74,152,124.07,5,4,0,37.43,14.6,126.05,Good
84.51,97.14,91.84,4.52,86.95,649,1962.37,2,9,1,170.62,45.83,49.31,Critical
48.71,26.47,15.85,0.61,42.19,116,140.7,7,0,0,26.22,11.4,123.0,Good
51.78,47.12,35.41,0.25,26.36,230,285.54,5,10,1,40.99,9.97,123.06,Good
96.65,92.11,91.97,3.06,94.61,970,1460.12,2,15,0,158.03,41.02,53.23,Critical
94.38,80.4,87.13,3.12,92.74,943,1409.7,1,4,0,157.04,38.4,49.96,Critical
29.58,41.09,21.25,0.93,30.16,242,688.61,5,10,1,52.76,16.18,116.52,Good
81.44,66.26,61.84,2.43,78.21,365,1039.97,5,13,0,105.54,29.0,80.02,Warning
97.81,86.18,96.58,4.62,82.79,930,1948.21,3,23,0,165.61,45.22,57.95,Critical
55.55,78.0,73.51,1.8,77.36,680,950.58,4,9,1,106.97,31.23,78.01,Warning
49.79,40.46,52.91,0.32,11.49,91,98.33,5,23,0,27.15,8.06,119.06,Good
64.36,64.68,76.58,0.99,46.36,488,820.07,4,2,0,83.84,19.97,96.94,Warning
22.62,26.33,12.3,0.78,15.25,119,141.98,6,3,0,25.44,6.84,137.64,Good
